bias,positive,negative,sentiment
1,522,3998,0
1,349,3998,0
1,191,730,0
1,163,3944,0
1,76,500,0
1,403,4029,0
1,321,4102,0
1,274,699,0
1,207,4032,0
1,67,3882,0
1,806,4462,0
1,57,3827,0
1,1,3663,0
1,87,3735,0
1,21,3915,0
1,841,4162,0
1,128,3770,0
1,1,3664,0
1,448,3978,0
1,13,3683,0
1,5,53,0
1,253,18606,0
1,1,3663,0
1,57,3963,0
1,138,3960,0
1,198,3933,0
1,14,3780,0
1,98,3867,0
1,229,3976,0
1,110,3956,0
1,20,3694,0
1,274,3935,0
1,103,4031,0
1,1223,4490,0
1,14,3707,0
1,160,3781,0
1,120,3867,0
1,237,3912,0
1,132,3934,0
1,148,3973,0
1,965,4760,0
1,491,4113,0
1,493,643,0
1,51,3756,0
1,370,834,0
1,519,4284,0
1,93,3824,0
1,365,4475,0
1,124,3722,0
1,262,3973,0
1,50,47,0
1,32,3811,0
1,567,4582,0
1,502,4340,0
1,72,3911,0
1,126,3870,0
1,149,3913,0
1,59,3810,0
1,3,3667,0
1,108,516,0
1,965,4760,0
1,1,3665,0
1,952,4740,0
1,784,4671,0
1,939,4720,0
1,32,3815,0
1,939,4720,0
1,19,3679,0
1,926,4700,0
1,111,3943,0
1,3,3678,0
1,166,3899,0
1,62,3820,0
1,1,380,0
1,26,3725,0
1,119,598,0
1,16,3719,0
1,231,3922,0
1,80,3722,0
1,327,4114,0
1,70,3720,0
1,33,3752,0
1,41,3737,0
1,4,3682,0
1,34,3794,0
1,73,434,0
1,218,3904,0
1,512,3776,0
1,820,4594,0
1,91,3876,0
1,828,4184,0
1,412,4077,0
1,65,3710,0
1,625,4334,0
1,211,3991,0
1,67,3754,0
1,251,3989,0
1,485,4268,0
1,18,3902,0
1,103,507,0
1,419,4133,0
1,216,3870,0
1,138,3909,0
1,172,3884,0
1,352,4001,0
1,608,893,0
1,1,3668,0
1,203,3859,0
1,734,4062,0
1,403,4170,0
1,66,3734,0
1,54,3680,0
1,13,3690,0
1,704,4504,0
1,2,3676,0
1,30,3714,0
1,75,3870,0
1,865,4180,0
1,12,3688,0
1,852,4270,0
1,126,3908,0
1,86,3738,0
1,238,4000,0
1,6,3678,0
1,28,3695,0
1,2,3677,0
1,620,4363,0
1,32,3712,0
1,1,3664,0
1,719,1577,0
1,5,3666,0
1,159,3890,0
1,112,3811,0
1,436,4512,0
1,443,4210,0
1,854,4504,0
1,41,3694,0
1,7,3688,0
1,341,4131,0
1,18,3902,0
1,1353,12459,0
1,13,3673,0
1,83,727,0
1,70,3849,0
1,43,3766,0
1,115,579,0
1,20,3682,0
1,482,4461,0
1,1116,4193,0
1,116,3787,0
1,226,543,0
1,105,3919,0
1,29,3701,0
1,247,4010,0
1,206,3859,0
1,366,4209,0
1,372,4078,0
1,461,4153,0
1,20,3789,0
1,208,4038,0
1,511,4289,0
1,320,944,0
1,309,4002,0
1,613,3944,0
1,59,3719,0
1,75,3782,0
1,11,22,0
1,73,3760,0
1,11,3675,0
1,87,115,0
1,302,3874,0
1,531,4396,0
1,234,3954,0
1,269,3997,0
1,1,3667,0
1,25,3711,0
1,81,417,0
1,138,3876,0
1,1,3668,0
1,129,3827,0
1,87,3751,0
1,353,4597,0
1,278,4324,0
1,7,3690,0
1,8,3671,0
1,1,3664,0
1,638,4806,0
1,111,647,0
1,73,3729,0
1,14,3691,0
1,66,3961,0
1,1,3666,0
1,1223,4490,0
1,6,3665,0
1,18,3903,0
1,564,4173,0
1,33,3711,0
1,568,4282,0
1,554,797,0
1,94,7618,0
1,88,3868,0
1,877,4847,0
1,11,3716,0
1,155,3948,0
1,1223,4490,0
1,180,3994,0
1,350,3834,0
1,155,3815,0
1,8,3677,0
1,64,3738,0
1,95,3777,0
1,68,3824,0
1,441,4200,0
1,37,3715,0
1,0,378,0
1,230,4105,0
1,1223,4490,0
1,23,3683,0
1,274,3973,0
1,189,3851,0
1,10,3669,0
1,445,4232,0
1,180,3853,0
1,91,4019,0
1,223,4022,0
1,53,3761,0
1,349,4073,0
1,15,3717,0
1,1223,4490,0
1,324,4180,0
1,344,4029,0
1,16,3667,0
1,121,3774,0
1,228,4017,0
1,18,3700,0
1,34,3946,0
1,739,4782,0
1,236,4080,0
1,111,549,0
1,155,3908,0
1,48,3708,0
1,110,3761,0
1,46,3833,0
1,54,3690,0
1,1223,4490,0
1,303,4200,0
1,195,3971,0
1,154,3859,0
1,27,7584,0
1,276,1240,0
1,7,3676,0
1,35,413,0
1,86,3854,0
1,258,3984,0
1,86,3854,0
1,215,4118,0
1,90,3847,0
1,48,3766,0
1,79,3762,0
1,187,3896,0
1,6,3668,0
1,777,4692,0
1,68,429,0
1,1223,4490,0
1,343,4214,0
1,167,3796,0
1,485,4291,0
1,28,3743,0
1,49,3694,0
1,1,3664,0
1,42,3706,0
1,163,4089,0
1,58,3754,0
1,226,4005,0
1,150,3815,0
1,402,4137,0
1,231,4311,0
1,883,5069,0
1,24,3914,0
1,183,4021,0
1,18,3904,0
1,413,4341,0
1,181,3821,0
1,1096,1523,0
1,342,3971,0
1,249,3890,0
1,149,3830,0
1,269,3991,0
1,25,3732,0
1,151,3835,0
1,336,4295,0
1,61,3704,0
1,50,3704,0
1,337,3791,0
1,173,3990,0
1,289,4083,0
1,49,3726,0
1,25,3697,0
1,11,3674,0
1,401,4044,0
1,126,7672,0
1,12,3707,0
1,1223,4490,0
1,69,3785,0
1,130,3827,0
1,223,3817,0
1,18,3903,0
1,6,3666,0
1,46,3674,0
1,681,4685,0
1,409,4048,0
1,454,909,0
1,3,3665,0
1,84,3791,0
1,116,3953,0
1,152,3940,0
1,25,462,0
1,372,4107,0
1,40,3723,0
1,294,4048,0
1,81,3887,0
1,119,3938,0
1,5,388,0
1,154,4046,0
1,168,797,0
1,281,3844,0
1,111,463,0
1,161,3976,0
1,242,682,0
1,44,447,0
1,137,3814,0
1,309,1426,0
1,141,3973,0
1,409,4051,0
1,1223,4490,0
1,1,3666,0
1,235,3943,0
1,12,3674,0
1,325,4149,0
1,173,3915,0
1,403,4260,0
1,55,3855,0
1,24,3703,0
1,26,3669,0
1,72,3786,0
1,5,53,0
1,1,3665,0
1,50,3761,0
1,910,4506,0
1,410,3907,0
1,82,3783,0
1,38,3794,0
1,238,625,0
1,73,3813,0
1,1,3664,0
1,346,4260,0
1,302,4095,0
1,174,3850,0
1,27,3688,0
1,320,3908,0
1,118,3883,0
1,970,4649,0
1,1,3663,0
1,6,3683,0
1,1223,4490,0
1,173,4139,0
1,156,3840,0
1,70,3708,0
1,201,615,0
1,113,580,0
1,72,3800,0
1,1286,3957,0
1,154,546,0
1,1,3664,0
1,1223,4490,0
1,660,4389,0
1,519,4269,0
1,256,3989,0
1,392,4068,0
1,232,3863,0
1,1,3664,0
1,72,3827,0
1,314,4041,0
1,167,3859,0
1,422,4206,0
1,543,4120,0
1,289,500,0
1,316,7837,0
1,327,3977,0
1,17,3670,0
1,7,3668,0
1,1,3670,0
1,277,3963,0
1,44,3723,0
1,602,4325,0
1,140,3868,0
1,42,3671,0
1,147,3860,0
1,1223,4490,0
1,204,3805,0
1,1,3665,0
1,151,3835,0
1,191,667,0
1,655,3984,0
1,5,3666,0
1,1223,4490,0
1,203,3807,0
1,439,4420,0
1,189,3856,0
1,203,4096,0
1,74,3764,0
1,1223,4490,0
1,14,3752,0
1,31,3727,0
1,75,3696,0
1,399,4241,0
1,395,4012,0
1,146,4029,0
1,120,11049,0
1,1,3664,0
1,68,3744,0
1,1223,4490,0
1,41,3802,0
1,247,3967,0
1,224,4050,0
1,150,4028,0
1,5,3672,0
1,77,3788,0
1,1223,4490,0
1,97,588,0
1,455,524,0
1,164,4013,0
1,1,3670,0
1,132,3812,0
1,32,3692,0
1,30,3717,0
1,262,3932,0
1,795,4666,0
1,10,3679,0
1,20,3704,0
1,1223,4490,0
1,173,3824,0
1,871,4732,0
1,22,3678,0
1,139,3868,0
1,304,4113,0
1,185,4098,0
1,399,4161,0
1,1223,4490,0
1,158,3897,0
1,92,3776,0
1,9,3679,0
1,21,3915,0
1,309,3925,0
1,349,4159,0
1,14,3719,0
1,1223,4490,0
1,261,4020,0
1,39,3729,0
1,405,4208,0
1,330,4093,0
1,1223,4490,0
1,761,4667,0
1,38,3756,0
1,103,3733,0
1,6,3667,0
1,202,508,0
1,338,4062,0
1,121,3844,0
1,298,4184,0
1,181,3984,0
1,23,3706,0
1,121,3774,0
1,145,3877,0
1,20,3706,0
1,350,4108,0
1,1013,4702,0
1,1223,4490,0
1,151,3833,0
1,247,3750,0
1,2,3664,0
1,153,3788,0
1,28,3681,0
1,1,3671,0
1,85,3893,0
1,208,3792,0
1,207,3874,0
1,52,3933,0
1,283,488,0
1,63,3750,0
1,18,3700,0
1,601,7746,0
1,1223,4490,0
1,4,3669,0
1,161,3887,0
1,299,702,0
1,693,4452,0
1,277,3953,0
1,226,507,0
1,35,3718,0
1,3,3668,0
1,86,3732,0
1,1223,4490,0
1,70,3732,0
1,424,4053,0
1,32,3692,0
1,363,4016,0
1,21,388,0
1,105,3854,0
1,154,3887,0
1,19,3690,0
1,14,3780,0
1,467,4223,0
1,247,3941,0
1,1223,4490,0
1,2,3669,0
1,214,4016,0
1,314,3933,0
1,1,3665,0
1,54,3671,0
1,423,4138,0
1,149,3878,0
1,1229,4210,0
1,1223,4490,0
1,383,7926,0
1,509,4500,0
1,58,134,0
1,1,3663,0
1,75,3745,0
1,1223,4490,0
1,534,4438,0
1,417,4034,0
1,148,3863,0
1,148,3794,0
1,84,3860,0
1,194,3854,0
1,72,3771,0
1,8,3675,0
1,77,3726,0
1,38,3732,0
1,20,3710,0
1,78,3762,0
1,27,3728,0
1,449,3938,0
1,306,4047,0
1,65,3679,0
1,140,4098,0
1,457,4452,0
1,1408,5303,0
1,82,3880,0
1,65,3795,0
1,288,823,0
1,65,3753,0
1,1,3664,0
1,138,3833,0
1,141,3893,0
1,119,3721,0
1,59,3829,0
1,2,3667,0
1,908,4598,0
1,35,460,0
1,216,3921,0
1,58,3713,0
1,119,3797,0
1,254,4015,0
1,26,3721,0
1,472,657,0
1,1,3664,0
1,269,4042,0
1,15,3691,0
1,307,4090,0
1,36,3705,0
1,305,4076,0
1,91,3798,0
1,121,3793,0
1,1,3676,0
1,643,4178,0
1,609,4093,0
1,324,609,0
1,1,3663,0
1,377,3990,0
1,29,3685,0
1,287,4147,0
1,170,3855,0
1,100,4028,0
1,104,3755,0
1,37,3955,0
1,196,14948,0
1,95,3764,0
1,205,3955,0
1,22,3681,0
1,62,432,0
1,86,3750,0
1,235,3938,0
1,259,4018,0
1,105,3790,0
1,221,4174,0
1,94,3822,0
1,72,3951,0
1,23,3738,0
1,43,426,0
1,14,3780,0
1,182,3922,0
1,77,3731,0
1,19,3750,0
1,91,4018,0
1,156,3927,0
1,660,612,0
1,234,4185,0
1,45,3697,0
1,144,3923,0
1,70,3857,0
1,111,3822,0
1,205,4079,0
1,14,3780,0
1,329,4077,0
1,137,3777,0
1,281,764,0
1,1,3664,0
1,278,899,0
1,144,7433,0
1,134,3934,0
1,245,3981,0
1,1,3667,0
1,482,340,0
1,180,3995,0
1,52,3752,0
1,190,3853,0
1,148,3956,0
1,280,3891,0
1,611,4645,0
1,204,3838,0
1,27,3715,0
1,27,3689,0
1,30,633,0
1,30,3703,0
1,128,3904,0
1,6,3701,0
1,196,3864,0
1,0,383,0
1,57,3704,0
1,141,3931,0
1,208,3825,0
1,1,3663,0
1,208,4051,0
1,16,3684,0
1,125,513,0
1,192,4042,0
1,355,4229,0
1,198,3959,0
1,468,4393,0
1,1,3664,0
1,22,3693,0
1,397,3988,0
1,210,3837,0
1,340,4123,0
1,2,3677,0
1,207,3885,0
1,1223,4490,0
1,160,3894,0
1,151,3934,0
1,330,4000,0
1,75,3854,0
1,308,4145,0
1,61,3769,0
1,1223,4490,0
1,276,4015,0
1,394,4182,0
1,320,3908,0
1,48,3729,0
1,87,3761,0
1,24,3703,0
1,14,3707,0
1,179,3812,0
1,202,3885,0
1,1223,4490,0
1,2,3666,0
1,525,7677,0
1,176,3919,0
1,216,4053,0
1,174,3800,0
1,1,3672,0
1,1,3663,0
1,219,3867,0
1,112,3768,0
1,259,3915,0
1,1223,4490,0
1,1,3666,0
1,368,3933,0
1,626,4587,0
1,1223,4490,0
1,45,3714,0
1,247,3779,0
1,111,3736,0
1,472,4114,0
1,316,4044,0
1,89,3701,0
1,79,3907,0
1,27,3897,0
1,5,3677,0
1,110,3742,0
1,1223,4490,0
1,346,3810,0
1,172,3854,0
1,3,3699,0
1,190,3866,0
1,169,3876,0
1,181,3935,0
1,258,4026,0
1,224,3950,0
1,1223,4490,0
1,257,3970,0
1,96,3780,0
1,272,3865,0
1,97,3747,0
1,695,3979,0
1,1,3665,0
1,274,4065,0
1,74,3937,0
1,73,3817,0
1,1,3663,0
1,20,3702,0
1,396,4111,0
1,185,3963,0
1,224,3980,0
1,144,276,0
1,1,3663,0
1,204,3945,0
1,76,3777,0
1,45,3719,0
1,215,4025,0
1,19,3903,0
1,699,4501,0
1,626,4439,0
1,18,3903,0
1,1223,4490,0
1,89,574,0
1,102,7462,0
1,53,575,0
1,114,3750,0
1,240,403,0
1,12,3673,0
1,97,3791,0
1,71,490,0
1,18,3902,0
1,118,3909,0
1,220,4149,0
1,456,4233,0
1,1223,4490,0
1,468,4282,0
1,138,3848,0
1,221,3947,0
1,133,3933,0
1,46,3669,0
1,275,4136,0
1,408,4158,0
1,25,3724,0
1,1223,4490,0
1,64,3762,0
1,70,3849,0
1,53,3745,0
1,88,3845,0
1,399,4058,0
1,22,3910,0
1,111,3885,0
1,234,3802,0
1,46,3833,0
1,95,156,0
1,80,11153,0
1,69,3756,0
1,253,4068,0
1,87,3842,0
1,489,4275,0
1,256,3965,0
1,221,3782,0
1,2,3695,0
1,18,3667,0
1,50,3815,0
1,227,3891,0
1,0,380,0
1,524,3790,0
1,417,1410,0
1,48,3696,0
1,1223,4490,0
1,4,3666,0
1,121,3773,0
1,386,795,0
1,306,3890,0
1,605,4521,0
1,54,3776,0
1,135,3827,0
1,1,3664,0
1,2,3670,0
1,1223,4490,0
1,15,3679,0
1,369,4036,0
1,1,3665,0
1,399,3949,0
1,165,3864,0
1,221,4050,0
1,24,3742,0
1,210,4098,0
1,631,3892,0
1,240,507,0
1,359,4092,0
1,236,3980,0
1,8,3676,0
1,1223,4490,0
1,194,3946,0
1,63,3716,0
1,1223,4490,0
1,217,3909,0
1,301,3969,0
1,71,3680,0
1,20,3682,0
1,1,385,0
1,46,3674,0
1,164,4011,0
1,515,4091,0
1,152,3862,0
1,51,3726,0
1,1223,4490,0
1,267,4022,0
1,31,3703,0
1,350,151,0
1,10,3665,0
1,1223,4490,0
1,117,3764,0
1,57,3763,0
1,8,3679,0
1,463,4233,0
1,121,3774,0
1,152,3726,0
1,133,311,0
1,704,4659,0
1,245,4074,0
1,215,4064,0
1,1223,4490,0
1,210,3924,0
1,451,4149,0
1,57,3828,0
1,44,3759,0
1,357,3806,0
1,116,3825,0
1,60,3712,0
1,1,3668,0
1,159,3738,0
1,492,841,0
1,337,3791,0
1,47,3816,0
1,212,4143,0
1,253,4018,0
1,34,3948,0
1,79,3741,0
1,28,3689,0
1,1,3664,0
1,70,3851,0
1,410,3907,0
1,96,3778,0
1,149,3990,0
1,1,3665,0
1,181,3890,0
1,192,46,0
1,132,3780,0
1,189,4017,0
1,31,3705,0
1,70,3848,0
1,214,568,0
1,163,4100,0
1,38,3921,0
1,71,3849,0
1,176,3838,0
1,615,4816,0
1,373,4184,0
1,1,3664,0
1,226,3805,0
1,90,740,0
1,86,467,0
1,114,3843,0
1,214,3874,0
1,43,3949,0
1,259,4040,0
1,402,4333,0
1,93,3773,0
1,197,3793,0
1,110,3718,0
1,235,691,0
1,1,3663,0
1,146,3802,0
1,40,3950,0
1,229,3915,0
1,1,3671,0
1,163,3856,0
1,504,4239,0
1,308,375,0
1,347,4167,0
1,65,3781,0
1,0,378,0
1,167,4012,0
1,330,798,0
1,420,4371,0
1,322,4361,0
1,1,3664,0
1,82,3730,0
1,381,4008,0
1,69,564,0
1,38,3710,0
1,402,576,0
1,245,4108,0
1,421,3855,0
1,50,3714,0
1,515,860,0
1,425,4155,0
1,304,620,0
1,12,435,0
1,53,3824,0
1,69,3710,0
1,54,3768,0
1,454,4182,0
1,219,3823,0
1,45,3826,0
1,45,3710,0
1,158,3955,0
1,191,580,0
1,63,3782,0
1,12,3696,0
1,7,3676,0
1,756,4036,0
1,233,7556,0
1,63,450,0
1,198,3926,0
1,411,4131,0
1,18,3700,0
1,385,836,0
1,123,3823,0
1,42,11060,0
1,223,7616,0
1,490,4283,0
1,91,4020,0
1,102,4091,0
1,92,3768,0
1,94,503,0
1,107,3953,0
1,58,3832,0
1,47,3761,0
1,68,433,0
1,68,3811,0
1,6,3763,0
1,100,3843,0
1,1,3665,0
1,205,3866,0
1,1,3664,0
1,322,3872,0
1,256,4077,0
1,217,3761,0
1,78,3931,0
1,176,3948,0
1,14,3782,0
1,224,4186,0
1,15,3674,0
1,978,4343,0
1,9,3683,0
1,900,4908,0
1,82,3727,0
1,2,3674,0
1,27,473,0
1,79,3776,0
1,123,3777,0
1,118,3889,0
1,298,4067,0
1,390,4138,0
1,67,3760,0
1,126,3954,0
1,120,3956,0
1,995,4243,0
1,529,4238,0
1,1,3664,0
1,219,3925,0
1,236,684,0
1,195,709,0
1,28,3793,0
1,29,427,0
1,24,3692,0
1,41,3782,0
1,285,698,0
1,10,3665,0
1,102,3780,0
1,122,3915,0
1,381,4126,0
1,58,3733,0
1,9,3681,0
1,115,3799,0
1,89,3808,0
1,30,3690,0
1,193,4033,0
1,168,671,0
1,0,379,0
1,18,3684,0
1,153,768,0
1,16,3685,0
1,77,3712,0
1,760,4227,0
1,276,4130,0
1,312,4064,0
1,86,3854,0
1,277,4001,0
1,234,4012,0
1,1,3664,0
1,629,4325,0
1,73,3791,0
1,47,3946,0
1,189,3918,0
1,97,3857,0
1,72,3737,0
1,2,3666,0
1,1,382,0
1,278,704,0
1,704,1198,0
1,22,3700,0
1,321,4110,0
1,381,4292,0
1,68,472,0
1,86,3854,0
1,56,3758,0
1,24,3721,0
1,177,4010,0
1,21,48,0
1,8,386,0
1,208,3965,0
1,219,3778,0
1,108,3806,0
1,642,4566,0
1,2,3670,0
1,39,3684,0
1,164,4133,0
1,1,3663,0
1,61,3718,0
1,154,4053,0
1,90,3845,0
1,65,3755,0
1,126,3873,0
1,30,3726,0
1,10,418,0
1,79,3758,0
1,6,3700,0
1,1,3665,0
1,289,3916,0
1,84,3761,0
1,184,4042,0
1,6,3763,0
1,13,3694,0
1,37,3732,0
1,400,4151,0
1,356,4090,0
1,1,3664,0
1,12,3671,0
1,258,3980,0
1,125,3817,0
1,177,3856,0
1,87,3722,0
1,35,3720,0
1,132,3814,0
1,28,3692,0
1,210,3999,0
1,133,3800,0
1,74,3860,0
1,33,3697,0
1,321,3931,0
1,90,4091,0
1,35,3699,0
1,273,3992,0
1,14,3676,0
1,74,3859,0
1,157,3731,0
1,88,3733,0
1,82,3812,0
1,75,3830,0
1,102,3782,0
1,194,7524,0
1,1,3668,0
1,179,4307,0
1,1,3665,0
1,125,3783,0
1,30,644,0
1,161,402,0
1,50,3775,0
1,800,4432,0
1,188,3845,0
1,94,3781,0
1,212,3988,0
1,121,3847,0
1,463,4377,0
1,62,3685,0
1,186,3893,0
1,1,3668,0
1,107,3921,0
1,64,3735,0
1,427,4397,0
1,23,3906,0
1,35,3741,0
1,177,3795,0
1,434,4222,0
1,350,3991,0
1,91,3864,0
1,76,3781,0
1,76,150,0
1,130,3791,0
1,102,3876,0
1,458,4082,0
1,194,3897,0
1,147,3931,0
1,13,3696,0
1,330,3937,0
1,93,3976,0
1,19,3699,0
1,566,8269,0
1,8,3669,0
1,103,515,0
1,1002,4429,0
1,112,3759,0
1,35,3751,0
1,8,3681,0
1,49,3711,0
1,1,3665,0
1,113,522,0
1,140,3899,0
1,0,378,0
1,70,3719,0
1,241,3884,0
1,129,663,0
1,287,3954,0
1,377,748,0
1,48,3792,0
1,177,3917,0
1,98,3776,0
1,402,4235,0
1,166,3767,0
1,92,3741,0
1,70,3764,0
1,5,3670,0
1,20,619,0
1,41,3734,0
1,16,3718,0
1,154,3792,0
1,33,3715,0
1,140,3865,0
1,179,3864,0
1,160,3866,0
1,38,410,0
1,179,4090,0
1,557,4304,0
1,43,3776,0
1,526,4123,0
1,346,4123,0
1,13,3694,0
1,144,4054,0
1,18,3674,0
1,235,4045,0
1,325,3897,0
1,8,3771,0
1,22,3705,0
1,238,3963,0
1,72,102,0
1,168,3959,0
1,195,3871,0
1,430,523,0
1,78,3922,0
1,30,3726,0
1,2,3666,0
1,443,4161,0
1,320,4138,0
1,253,1453,0
1,10,3683,0
1,18,3905,0
1,114,3778,0
1,155,3903,0
1,160,3832,0
1,756,4189,0
1,253,4216,0
1,168,7638,0
1,1,3664,0
1,0,384,0
1,179,3987,0
1,43,3808,0
1,23,3699,0
1,118,3853,0
1,209,1184,0
1,71,3872,0
1,37,3943,0
1,359,4251,0
1,250,314,0
1,12,3684,0
1,297,3948,0
1,25,3715,0
1,127,3758,0
1,110,3757,0
1,362,4093,0
1,341,4092,0
1,348,3927,0
1,1,3664,0
1,366,4034,0
1,8,3669,0
1,327,3899,0
1,1,3664,0
1,130,3774,0
1,696,4553,0
1,90,3847,0
1,6,3674,0
1,91,3883,0
1,81,3748,0
1,461,4060,0
1,52,441,0
1,186,457,0
1,341,4003,0
1,276,4170,0
1,17,617,0
1,1,3663,0
1,143,4037,0
1,167,4164,0
1,157,3918,0
1,275,679,0
1,255,556,0
1,134,3915,0
1,346,4148,0
1,263,4149,0
1,260,4027,0
1,45,3743,0
1,1,3663,0
1,0,386,0
1,194,4036,0
1,175,3861,0
1,1,3666,0
1,55,3812,0
1,253,4078,0
1,134,3816,0
1,74,3695,0
1,182,3898,0
1,18,3908,0
1,14,3782,0
1,148,4038,0
1,534,4641,0
1,368,4098,0
1,75,3853,0
1,657,1020,0
1,308,722,0
1,98,3888,0
1,564,4279,0
1,214,3740,0
1,35,3922,0
1,1,3665,0
1,18,3902,0
1,75,518,0
1,165,3805,0
1,79,3790,0
1,459,3883,0
1,198,3994,0
1,7,3695,0
1,19,396,0
1,13,3673,0
1,180,3899,0
1,145,3924,0
1,389,4113,0
1,299,756,0
1,525,4410,0
1,91,3769,0
1,76,524,0
1,92,274,0
1,47,3737,0
1,212,4029,0
1,157,3958,0
1,53,3787,0
1,269,4132,0
1,75,3855,0
1,356,4034,0
1,436,7734,0
1,78,3748,0
1,172,3861,0
1,984,8096,0
1,678,4659,0
1,655,3962,0
1,69,3695,0
1,190,4002,0
1,339,3935,0
1,179,7636,0
1,131,3780,0
1,31,3797,0
1,1,3665,0
1,2,4,0
1,468,4067,0
1,693,839,0
1,23,416,0
1,437,4097,0
1,167,3792,0
1,1425,4541,0
1,253,715,0
1,82,421,0
1,131,3970,0
1,542,4388,0
1,10,3708,0
1,64,3766,0
1,59,512,0
1,307,3987,0
1,36,3711,0
1,61,534,0
1,2,3665,0
1,4,3667,0
1,85,3811,0
1,34,3806,0
1,1,3665,0
1,143,3822,0
1,60,3705,0
1,83,3912,0
1,5,478,0
1,190,3923,0
1,214,3953,0
1,22,3700,0
1,14,11023,0
1,51,100,0
1,43,3720,0
1,136,3956,0
1,121,3773,0
1,65,7434,0
1,362,590,0
1,191,3847,0
1,200,559,0
1,44,3733,0
1,128,3989,0
1,867,4643,0
1,1,3666,0
1,25,3703,0
1,279,3895,0
1,43,3751,0
1,7,3686,0
1,19,7565,0
1,66,474,0
1,7,3677,0
1,1,3665,0
1,82,3869,0
1,11,3665,0
1,391,644,0
1,11,3694,0
1,1,3665,0
1,183,3904,0
1,1,3664,0
1,878,4533,0
1,7,3667,0
1,18,3694,0
1,154,3852,0
1,115,3941,0
1,41,3757,0
1,30,3701,0
1,257,4354,0
1,416,4284,0
1,184,4020,0
1,692,4417,0
1,18,3906,0
1,229,7721,0
1,217,4099,0
1,274,4156,0
1,360,4115,0
1,292,4193,0
1,9,3673,0
1,56,3961,0
1,21,3752,0
1,129,3770,0
1,495,4524,0
1,84,3861,0
1,449,4218,0
1,57,3741,0
1,28,445,0
1,343,4173,0
1,144,3869,0
1,23,3702,0
1,34,3709,0
1,29,3712,0
1,86,644,0
1,390,7826,0
1,178,3971,0
1,21,3710,0
1,49,3695,0
1,79,3745,0
1,112,3814,0
1,64,3751,0
1,883,269,0
1,1,3663,0
1,4,3675,0
1,316,4000,0
1,262,3972,0
1,254,3898,0
1,299,363,0
1,171,3964,0
1,176,3847,0
1,48,11120,0
1,48,3783,0
1,22,3674,0
1,264,3962,0
1,76,3819,0
1,55,3790,0
1,598,4025,0
1,12,441,0
1,7,3682,0
1,348,3998,0
1,469,4198,0
1,359,3919,0
1,321,3910,0
1,278,4192,0
1,338,4075,0
1,670,4312,0
1,94,3779,0
1,326,4224,0
1,153,7660,0
1,12,3686,0
1,172,3829,0
1,126,3893,0
1,23,3702,0
1,89,3868,0
1,88,3865,0
1,87,3771,0
1,24,79,0
1,139,3809,0
1,241,3805,0
1,78,3876,0
1,127,3809,0
1,236,3981,0
1,21,3717,0
1,13,3693,0
1,659,4933,0
1,343,4171,0
1,628,4408,0
1,302,4214,0
1,320,4022,0
1,1,3664,0
1,80,3827,0
1,349,183,0
1,111,3751,0
1,275,4013,0
1,21,3685,0
1,213,4085,0
1,35,3731,0
1,39,3771,0
1,44,3818,0
1,380,3954,0
1,120,3862,0
1,12,3680,0
1,100,3732,0
1,114,4030,0
1,117,540,0
1,7,3679,0
1,57,3697,0
1,29,3683,0
1,129,3826,0
1,63,3760,0
1,96,3871,0
1,118,3761,0
1,5,3683,0
1,1,3663,0
1,92,4020,0
1,506,4184,0
1,44,3808,0
1,7,3669,0
1,459,4179,0
1,9,3670,0
1,612,4303,0
1,14,3723,0
1,114,52,0
1,277,4010,0
1,78,3787,0
1,394,4006,0
1,74,3888,0
1,12,3675,0
1,35,3702,0
1,17,11002,0
1,1,382,0
1,152,4104,0
1,114,3793,0
1,136,3951,0
1,499,4048,0
1,200,4126,0
1,350,3932,0
1,144,3979,0
1,206,4089,0
1,139,3796,0
1,8,3672,0
1,775,800,0
1,246,679,0
1,1,3664,0
1,506,4271,0
1,352,4147,0
1,4,3673,0
1,168,3948,0
1,18,3907,0
1,14,3780,0
1,346,4055,0
1,153,3955,0
1,35,3723,0
1,195,3877,0
1,10,3681,0
1,336,769,0
1,20,3683,0
1,16,404,0
1,250,4035,0
1,3,3670,0
1,1,3664,0
1,13,3679,0
1,11,3692,0
1,424,4151,0
1,61,81,0
1,34,3710,0
1,39,663,0
1,1354,5046,0
1,445,4379,0
1,204,3903,0
1,447,4175,0
1,1,3665,0
1,22,3916,0
1,924,4731,0
1,142,552,0
1,66,7371,0
1,121,3773,0
1,652,11282,0
1,4,3668,0
1,60,3821,0
1,127,3834,0
1,658,4592,0
1,3,3673,0
1,135,3815,0
1,337,4065,0
1,166,3917,0
1,70,3858,0
1,29,3703,0
1,56,3760,0
1,220,739,0
1,94,3720,0
1,4,3667,0
1,4,3673,0
1,50,480,0
1,40,3777,0
1,327,4083,0
1,189,3880,0
1,209,3931,0
1,84,3913,0
1,35,3731,0
1,1,3664,0
1,9,399,0
1,319,3960,0
1,13,3687,0
1,284,3780,0
1,60,564,0
1,255,4169,0
1,213,4100,0
1,98,3940,0
1,1,3664,0
1,2,3695,0
1,141,3799,0
1,367,4084,0
1,414,4461,0
1,214,4092,0
1,231,3922,0
1,100,3843,0
1,426,4243,0
1,31,3686,0
1,189,3860,0
1,8,3698,0
1,61,3767,0
1,350,4034,0
1,161,3888,0
